total_sessions,completed_sessions,completion_rate,favorite_count,favorite_rate,avg_duration_minutes,avg_active_seconds,avg_engagement_ratio,calm_type_ratio,balanced_type_ratio,active_type_ratio,feedback_positive_score,feedback_present_rate,target_label
28,27,0.9643,3,0.1071,31.6788,1513.2396,0.7961,0.0978,0.1405,0.7617,0.736,0.8969,active
28,15,0.5357,4,0.1429,6.17,206.7608,0.5585,0.7257,0.209,0.0653,0.3493,0.1979,calm
17,13,0.7647,0,0.0,22.2868,1352.4632,1.0114,0.0628,0.1891,0.7481,0.576,0.7927,active
31,12,0.3871,10,0.3226,10.5405,491.5629,0.7773,0.765,0.1716,0.0633,0.1826,0.1475,calm
48,33,0.6875,9,0.1875,27.4325,1417.4777,0.8612,0.1245,0.2513,0.6242,0.8968,0.8036,active
15,10,0.6667,3,0.2,6.2255,302.3087,0.8093,0.7602,0.1459,0.094,0.2069,0.2676,calm
19,16,0.8421,6,0.3158,17.5738,958.0267,0.9086,0.2804,0.4018,0.3177,0.5568,0.3656,balanced
16,12,0.75,5,0.3125,18.797,717.4346,0.6361,0.2396,0.5086,0.2518,0.699,0.2681,balanced
12,9,0.75,0,0.0,5.0891,206.1848,0.6752,0.7287,0.2063,0.065,0.5783,0.0707,calm
35,22,0.6286,4,0.1143,19.0671,678.6405,0.5932,0.3786,0.4086,0.2128,0.4853,0.6565,balanced
24,9,0.375,5,0.2083,11.6983,563.1562,0.8023,0.7657,0.147,0.0873,0.4624,0.0774,calm
20,12,0.6,1,0.05,10.3499,465.8256,0.7501,0.6927,0.2068,0.1005,0.1572,0.3231,calm
10,5,0.5,1,0.1,8.5325,232.4238,0.454,0.6264,0.3185,0.0551,0.2981,0.0759,calm
49,28,0.5714,6,0.1224,21.5282,1217.8964,0.9429,0.3939,0.4284,0.1776,0.656,0.4268,balanced
14,9,0.6429,2,0.1429,17.2848,942.5084,0.9088,0.3345,0.372,0.2935,0.6293,0.5401,balanced
16,13,0.8125,3,0.1875,15.6096,832.4385,0.8888,0.2485,0.437,0.3145,0.7382,0.2335,balanced
20,8,0.4,3,0.15,5.3421,203.2666,0.6342,0.7606,0.2061,0.0333,0.481,0.2002,calm
50,31,0.62,14,0.28,25.3934,1377.868,0.9043,0.0207,0.1945,0.7848,0.822,0.5452,active
37,30,0.8108,7,0.1892,27.4346,1170.6888,0.7112,0.0684,0.1977,0.7339,0.5529,0.8905,active
73,58,0.7945,12,0.1644,23.8375,1276.9721,0.8928,0.0518,0.1741,0.7741,0.8302,0.4185,active
19,10,0.5263,1,0.0526,8.225,186.9838,0.3789,0.7908,0.1374,0.0718,0.318,0.0828,calm
50,36,0.72,13,0.26,40.5477,1719.388,0.7067,0.1354,0.2386,0.626,0.7399,0.6059,active
41,26,0.6341,9,0.2195,25.8174,1202.8599,0.7765,0.1256,0.2046,0.6698,0.9918,0.7189,active
28,13,0.4643,2,0.0714,5.7384,274.768,0.798,0.7139,0.2492,0.0369,0.3081,0.0588,calm
37,26,0.7027,11,0.2973,18.1961,872.5748,0.7992,0.3427,0.3724,0.2849,0.7365,0.4345,balanced
51,42,0.8235,17,0.3333,21.8003,1360.3675,1.04,0.1365,0.2009,0.6626,0.9937,0.532,active
29,19,0.6552,8,0.2759,30.5375,1695.1227,0.9252,0.0462,0.1983,0.7555,0.7967,0.5246,active
39,19,0.4872,7,0.1795,19.6446,998.0264,0.8467,0.2528,0.4138,0.3334,0.4799,0.6913,balanced
33,20,0.6061,9,0.2727,17.5263,864.337,0.8219,0.374,0.3779,0.2481,0.4354,0.2663,balanced
25,12,0.48,1,0.04,14.9557,756.993,0.8436,0.3104,0.3525,0.3371,0.5965,0.3478,balanced
55,49,0.8909,3,0.0545,21.1319,1008.2405,0.7952,0.0265,0.1743,0.7992,0.7041,0.7093,active
18,14,0.7778,0,0.0,25.3989,1365.2161,0.8958,0.1073,0.3282,0.5645,0.9899,0.5903,active
15,9,0.6,2,0.1333,7.0968,300.2876,0.7052,0.6385,0.2834,0.0781,0.408,0.2605,calm
53,51,0.9623,16,0.3019,33.7867,1533.1146,0.7563,0.039,0.2752,0.6858,0.836,0.6045,active
78,72,0.9231,1,0.0128,20.5387,1340.4045,1.0877,0.1433,0.3041,0.5525,0.9806,0.6499,active
15,10,0.6667,4,0.2667,9.6642,388.1221,0.6693,0.5998,0.3064,0.0938,0.5973,0.2638,calm
26,19,0.7308,9,0.3462,38.8598,2351.6224,1.0086,0.1475,0.1952,0.6573,0.7083,0.429,active
38,25,0.6579,4,0.1053,41.9,2332.4528,0.9278,0.1232,0.144,0.7328,0.7935,0.7202,active
46,38,0.8261,1,0.0217,21.9773,1161.6458,0.8809,0.421,0.4042,0.1748,0.5899,0.6675,balanced
29,21,0.7241,0,0.0,9.0062,440.8915,0.8159,0.6665,0.2506,0.083,0.4628,0.3407,calm
46,26,0.5652,4,0.087,13.5878,552.6082,0.6778,0.3879,0.404,0.2081,0.5491,0.2621,balanced
19,9,0.4737,4,0.2105,5.3263,190.8899,0.5973,0.7236,0.1866,0.0899,0.2728,0.3288,calm
34,12,0.3529,9,0.2647,7.1901,365.6077,0.8475,0.7626,0.1833,0.0541,0.2014,0.3572,calm
21,16,0.7619,6,0.2857,15.5594,631.8365,0.6768,0.3288,0.3479,0.3234,0.4898,0.6215,balanced
21,15,0.7143,2,0.0952,31.8522,1552.4566,0.8123,0.104,0.1314,0.7646,0.7906,0.5818,active
41,30,0.7317,5,0.122,12.0824,610.9931,0.8428,0.2801,0.4712,0.2487,0.574,0.2956,balanced
57,39,0.6842,11,0.193,21.6085,1012.5562,0.781,0.1471,0.1886,0.6643,0.7738,0.8775,active
44,38,0.8636,13,0.2955,40.3455,2290.719,0.9463,0.1561,0.2749,0.569,0.923,0.7514,active
14,8,0.5714,2,0.1429,7.3892,328.5658,0.7411,0.6665,0.228,0.1055,0.268,0.1744,calm
42,33,0.7857,7,0.1667,24.6813,1357.0357,0.9164,0.0124,0.3321,0.6554,0.9689,0.4593,active
27,22,0.8148,1,0.037,17.9961,775.892,0.7186,0.2645,0.483,0.2525,0.6038,0.4555,balanced
70,44,0.6286,19,0.2714,32.9878,1456.7116,0.736,0.1406,0.2948,0.5646,0.5859,0.7345,active
26,21,0.8077,7,0.2692,19.0531,993.5154,0.8691,0.2771,0.4006,0.3223,0.5375,0.5155,balanced
12,9,0.75,3,0.25,26.1839,1273.0666,0.8103,0.0242,0.2202,0.7556,0.64,0.6631,active
79,48,0.6076,5,0.0633,31.1028,1968.9745,1.0551,0.0763,0.188,0.7358,0.7154,0.6451,active
31,14,0.4516,1,0.0323,19.5728,716.4844,0.6101,0.2444,0.5207,0.2349,0.7074,0.4453,balanced
18,8,0.4444,0,0.0,16.4828,790.8016,0.7996,0.3251,0.3946,0.2803,0.7433,0.303,balanced
73,49,0.6712,23,0.3151,24.9831,1257.4962,0.8389,0.1327,0.26,0.6073,0.7679,0.6335,active
73,53,0.726,2,0.0274,42.745,2286.9609,0.8917,0.1296,0.1623,0.7081,0.7522,0.7711,active
33,23,0.697,0,0.0,21.8451,1086.5067,0.8289,0.2271,0.5275,0.2454,0.501,0.3775,balanced
47,28,0.5957,12,0.2553,16.0627,817.0477,0.8478,0.2072,0.4893,0.3034,0.5568,0.3413,balanced
22,14,0.6364,2,0.0909,5.8997,229.2975,0.6478,0.808,0.1711,0.0209,0.1839,0.2369,calm
47,25,0.5319,0,0.0,12.7329,551.889,0.7224,0.2604,0.4387,0.3008,0.6118,0.6238,balanced
36,17,0.4722,3,0.0833,12.7277,505.2107,0.6616,0.2381,0.4644,0.2975,0.4754,0.5293,balanced
21,14,0.6667,6,0.2857,6.6599,247.0952,0.6184,0.813,0.1093,0.0777,0.3634,0.127,calm
48,27,0.5625,7,0.1458,15.0179,662.2206,0.7349,0.3201,0.4647,0.2152,0.3878,0.4173,balanced
45,24,0.5333,14,0.3111,19.7272,718.4474,0.607,0.3674,0.4489,0.1838,0.7135,0.5825,balanced
74,61,0.8243,15,0.2027,25.7275,1416.4937,0.9176,0.0429,0.2428,0.7143,0.7219,0.7155,active
21,12,0.5714,0,0.0,7.8278,252.6055,0.5378,0.699,0.2516,0.0494,0.2244,0.1281,calm
28,13,0.4643,4,0.1429,12.5666,511.9455,0.679,0.3127,0.3795,0.3079,0.5417,0.4426,balanced
45,36,0.8,5,0.1111,29.2098,1295.8705,0.7394,0.1623,0.1711,0.6666,0.618,0.6799,active
30,12,0.4,2,0.0667,11.4289,540.3034,0.7879,0.7065,0.1811,0.1124,0.1781,0.0622,calm
19,11,0.5789,1,0.0526,15.1696,519.2445,0.5705,0.2512,0.4029,0.3459,0.6957,0.5887,balanced
46,33,0.7174,11,0.2391,14.2932,760.6773,0.887,0.3072,0.396,0.2968,0.7211,0.592,balanced
23,19,0.8261,5,0.2174,23.7297,1043.7553,0.7331,0.1237,0.1975,0.6788,0.7586,0.6174,active
39,25,0.641,10,0.2564,39.999,1864.015,0.7767,0.0333,0.1878,0.7789,0.8886,0.4913,active
30,12,0.4,4,0.1333,11.5617,387.0207,0.5579,0.7676,0.2137,0.0187,0.3738,0.3288,calm
31,15,0.4839,10,0.3226,19.2699,659.8177,0.5707,0.1811,0.4891,0.3298,0.5582,0.2126,balanced
50,42,0.84,12,0.24,23.4412,1074.941,0.7643,0.205,0.1532,0.6418,0.9268,0.3697,active
5,4,0.8,0,0.0,8.4713,409.1542,0.805,0.6698,0.3136,0.0166,0.4675,0.206,calm
30,23,0.7667,2,0.0667,42.9616,2362.2287,0.9164,0.0801,0.2554,0.6645,0.8045,0.8742,active
38,17,0.4474,8,0.2105,20.8604,741.2763,0.5923,0.2974,0.5109,0.1916,0.5034,0.5055,balanced
16,8,0.5,1,0.0625,13.5706,638.7614,0.7845,0.2815,0.5057,0.2128,0.3732,0.3068,balanced
24,12,0.5,7,0.2917,10.2331,404.5303,0.6589,0.7314,0.2357,0.0329,0.3689,0.167,calm
32,19,0.5938,7,0.2188,16.0427,784.1886,0.8147,0.3498,0.3442,0.306,0.4343,0.3148,balanced
39,34,0.8718,3,0.0769,43.2517,1985.5774,0.7651,0.0809,0.2156,0.7034,0.801,0.9068,active
22,12,0.5455,0,0.0,6.6487,201.0827,0.5041,0.728,0.2151,0.0569,0.3603,0.1653,calm
61,40,0.6557,8,0.1311,30.9979,1589.3125,0.8545,0.0363,0.2766,0.6871,0.6476,0.8828,active
17,14,0.8235,0,0.0,14.5715,651.7122,0.7454,0.3914,0.4109,0.1977,0.3825,0.4368,balanced
20,9,0.45,7,0.35,10.6886,483.273,0.7536,0.7571,0.1354,0.1076,0.4564,0.0961,calm
33,21,0.6364,1,0.0303,6.6529,256.1238,0.6416,0.7318,0.2535,0.0148,0.5472,0.1316,calm
14,9,0.6429,2,0.1429,13.7319,590.6074,0.7168,0.2201,0.3843,0.3956,0.4296,0.4071,balanced
25,12,0.48,0,0.0,7.7594,230.3778,0.4948,0.6775,0.2429,0.0796,0.308,0.4256,calm
19,11,0.5789,2,0.1053,13.776,622.017,0.7525,0.263,0.4376,0.2993,0.4421,0.2534,balanced
32,28,0.875,5,0.1562,29.1406,1355.3833,0.7752,0.0835,0.3147,0.6017,0.7228,0.7309,active
25,10,0.4,6,0.24,11.8902,537.2819,0.7531,0.6846,0.2993,0.0161,0.5144,0.3889,calm
12,7,0.5833,1,0.0833,5.2903,254.2153,0.8009,0.8506,0.097,0.0524,0.201,0.389,calm
29,18,0.6207,4,0.1379,10.5617,507.5808,0.801,0.7341,0.1357,0.1302,0.381,0.1961,calm
28,18,0.6429,5,0.1786,10.0095,450.6906,0.7504,0.7754,0.2082,0.0164,0.569,0.2182,calm
21,10,0.4762,2,0.0952,11.3412,500.9154,0.7361,0.6296,0.2865,0.0838,0.5711,0.1935,calm
25,19,0.76,7,0.28,13.1569,589.3551,0.7466,0.3798,0.3636,0.2566,0.497,0.552,balanced
43,23,0.5349,12,0.2791,12.234,411.0186,0.5599,0.3874,0.455,0.1576,0.5956,0.3464,balanced
62,47,0.7581,3,0.0484,20.1607,1058.0509,0.8747,0.0807,0.2604,0.659,0.7283,0.8525,active
29,13,0.4483,7,0.2414,12.162,511.8676,0.7015,0.3943,0.4696,0.1361,0.5143,0.6862,balanced
27,24,0.8889,6,0.2222,31.9282,1674.2322,0.874,0.0806,0.2524,0.667,0.8082,0.6073,active
20,13,0.65,5,0.25,8.9705,355.4205,0.6604,0.6533,0.2517,0.0949,0.507,0.0602,calm
34,21,0.6176,2,0.0588,22.4955,1483.3488,1.099,0.1236,0.2117,0.6647,0.8084,0.9012,active
24,19,0.7917,8,0.3333,35.2034,1509.9722,0.7149,0.1177,0.263,0.6193,0.8957,0.724,active
43,38,0.8837,0,0.0,33.9914,2130.1824,1.0445,0.0387,0.2559,0.7054,0.7373,0.6277,active
24,22,0.9167,2,0.0833,39.3958,2462.5568,1.0418,0.129,0.1631,0.708,0.6695,0.8699,active
27,12,0.4444,1,0.037,10.2466,293.2002,0.4769,0.8026,0.1035,0.0939,0.3997,0.3336,calm
17,10,0.5882,0,0.0,5.6073,164.5256,0.489,0.743,0.1632,0.0938,0.3921,0.2513,calm
51,47,0.9216,17,0.3333,34.364,1819.6193,0.8825,0.0637,0.1511,0.7852,0.9627,0.6864,active
19,12,0.6316,0,0.0,16.5577,828.1405,0.8336,0.2776,0.3805,0.3418,0.5145,0.4548,balanced
20,12,0.6,2,0.1,19.0925,843.3223,0.7362,0.3713,0.3523,0.2763,0.6193,0.3036,balanced
50,38,0.76,17,0.34,16.857,772.3595,0.7636,0.4254,0.3876,0.187,0.4292,0.6533,balanced
5,3,0.6,0,0.0,11.6497,294.9802,0.422,0.738,0.1383,0.1237,0.4411,0.0938,calm
19,13,0.6842,2,0.1053,17.7572,899.0222,0.8438,0.3724,0.3226,0.3051,0.5022,0.3931,balanced
16,9,0.5625,3,0.1875,19.9561,813.0277,0.679,0.3736,0.4926,0.1338,0.6377,0.4561,balanced
60,51,0.85,3,0.05,28.8623,1555.759,0.8984,0.0782,0.2583,0.6635,0.8047,0.633,active
9,6,0.6667,1,0.1111,9.3233,452.0027,0.808,0.6663,0.3013,0.0324,0.4662,0.229,calm
79,53,0.6709,2,0.0253,26.8579,1615.3124,1.0024,0.1075,0.2496,0.6429,0.9835,0.8941,active
24,20,0.8333,3,0.125,12.2016,562.2749,0.768,0.3103,0.3384,0.3513,0.4372,0.6345,balanced
28,11,0.3929,3,0.1071,6.0076,177.6361,0.4928,0.6816,0.297,0.0214,0.5999,0.3201,calm
32,13,0.4062,7,0.2188,11.7119,539.4054,0.7676,0.6259,0.2822,0.0919,0.5273,0.0522,calm
25,17,0.68,0,0.0,18.959,641.2623,0.5637,0.3825,0.3652,0.2523,0.654,0.281,balanced
27,14,0.5185,2,0.0741,16.5704,759.7551,0.7642,0.2719,0.5179,0.2102,0.375,0.489,balanced
28,19,0.6786,8,0.2857,9.2168,286.5279,0.5181,0.8241,0.1221,0.0539,0.2478,0.4479,calm
21,11,0.5238,0,0.0,8.0003,307.6635,0.6409,0.8198,0.103,0.0772,0.155,0.2857,calm
34,21,0.6176,3,0.0882,7.6234,191.0926,0.4178,0.6844,0.2369,0.0786,0.2902,0.1182,calm
71,61,0.8592,15,0.2113,26.768,1246.1532,0.7759,0.0177,0.2611,0.7212,0.7448,0.5111,active
8,5,0.625,0,0.0,13.2915,721.4254,0.9046,0.3341,0.34,0.3259,0.6976,0.2177,balanced
34,16,0.4706,8,0.2353,7.6467,338.3201,0.7374,0.8461,0.0878,0.0661,0.407,0.2159,calm
5,3,0.6,1,0.2,8.4273,335.1878,0.6629,0.7957,0.1185,0.0858,0.2336,0.1587,calm
6,3,0.5,0,0.0,6.6003,325.2888,0.8214,0.7887,0.1279,0.0834,0.4031,0.2957,calm
31,22,0.7097,5,0.1613,19.5814,869.9461,0.7405,0.3559,0.3259,0.3182,0.5576,0.2922,balanced
49,37,0.7551,14,0.2857,42.3729,2014.4606,0.7924,0.0796,0.1849,0.7355,0.8168,0.5822,active
30,17,0.5667,6,0.2,5.8805,290.9342,0.8246,0.6234,0.2869,0.0897,0.3423,0.2524,calm
27,13,0.4815,4,0.1481,20.4329,674.7487,0.5504,0.3363,0.4609,0.2029,0.7306,0.6181,balanced
10,5,0.5,2,0.2,21.2678,827.5005,0.6485,0.3899,0.4239,0.1861,0.5099,0.2215,balanced
47,26,0.5532,1,0.0213,19.7024,939.6302,0.7949,0.2656,0.4717,0.2628,0.5845,0.3659,balanced
29,25,0.8621,2,0.069,30.7253,1949.6883,1.0576,0.0269,0.2679,0.7052,0.5712,0.7772,active
31,17,0.5484,4,0.129,5.4155,127.216,0.3915,0.753,0.1762,0.0708,0.17,0.1667,calm
37,33,0.8919,2,0.0541,44.3462,2909.1714,1.0934,0.1257,0.2082,0.666,0.9706,0.9259,active
18,12,0.6667,6,0.3333,19.7367,725.5793,0.6127,0.305,0.3742,0.3208,0.3885,0.4287,balanced
58,51,0.8793,20,0.3448,20.8445,1167.7268,0.9337,0.025,0.2603,0.7148,0.7337,0.753,active
9,6,0.6667,1,0.1111,15.4849,788.7882,0.849,0.3098,0.377,0.3131,0.3713,0.2729,balanced
11,7,0.6364,0,0.0,8.3661,258.4885,0.515,0.6683,0.3188,0.0129,0.1951,0.0624,calm
14,10,0.7143,0,0.0,11.9162,541.8982,0.7579,0.7541,0.1835,0.0624,0.5934,0.2821,calm
55,51,0.9273,18,0.3273,42.382,2352.6514,0.9252,0.1689,0.2664,0.5647,0.6913,0.593,active
44,28,0.6364,13,0.2955,14.5326,780.663,0.8953,0.331,0.4401,0.2289,0.5056,0.5493,balanced
9,6,0.6667,3,0.3333,18.7758,800.1917,0.7103,0.2597,0.4847,0.2556,0.3822,0.5196,balanced
20,16,0.8,6,0.3,18.6168,989.2333,0.8856,0.2667,0.556,0.1773,0.3939,0.3272,balanced
45,20,0.4444,15,0.3333,21.4576,913.9744,0.7099,0.2339,0.5388,0.2273,0.3705,0.6001,balanced
58,54,0.931,14,0.2414,37.8883,1982.3999,0.872,0.0714,0.2717,0.657,0.9577,0.4421,active
17,12,0.7059,2,0.1176,18.7307,995.8024,0.8861,0.3541,0.324,0.3219,0.5244,0.2082,balanced
11,4,0.3636,0,0.0,11.7996,323.4645,0.4569,0.6885,0.183,0.1285,0.2798,0.2926,calm
73,59,0.8082,10,0.137,39.1317,1778.3687,0.7574,0.1092,0.2313,0.6595,0.6024,0.7398,active
9,5,0.5556,2,0.2222,14.3529,501.0557,0.5818,0.2933,0.5172,0.1895,0.356,0.4486,balanced
26,16,0.6154,6,0.2308,26.2316,1361.3748,0.865,0.1323,0.1792,0.6885,0.7651,0.5169,active
78,64,0.8205,6,0.0769,24.4664,1300.0269,0.8856,0.0527,0.2251,0.7222,0.7897,0.8047,active
22,15,0.6818,1,0.0455,21.2143,1256.8475,0.9874,0.0209,0.2953,0.6838,0.6244,0.5274,active
80,72,0.9,6,0.075,40.2903,2215.125,0.9163,0.0604,0.2822,0.6574,0.9391,0.6441,active
23,15,0.6522,2,0.087,39.7432,2552.0737,1.0702,0.1193,0.2532,0.6276,0.564,0.4222,active
16,9,0.5625,0,0.0,9.2025,315.8617,0.5721,0.5813,0.3549,0.0638,0.5822,0.1709,calm
41,35,0.8537,3,0.0732,15.5291,536.1639,0.5754,0.3225,0.388,0.2895,0.5288,0.3576,balanced
48,30,0.625,9,0.1875,34.7441,1496.8574,0.718,0.1601,0.2079,0.6319,0.762,0.3653,active
26,13,0.5,4,0.1538,16.7905,933.6116,0.9267,0.2587,0.4218,0.3196,0.6174,0.637,balanced
33,24,0.7273,6,0.1818,10.2853,224.6434,0.364,0.7249,0.1808,0.0943,0.4405,0.2385,calm
16,12,0.75,3,0.1875,19.0668,968.1174,0.8463,0.2658,0.4587,0.2755,0.7288,0.6628,balanced
15,12,0.8,1,0.0667,31.0277,1911.5603,1.0268,0.0264,0.2086,0.7651,0.8086,0.5253,active
45,28,0.6222,8,0.1778,36.9282,1980.5573,0.8939,0.0608,0.2825,0.6567,0.8095,0.3607,active
18,14,0.7778,4,0.2222,15.0176,847.4804,0.9405,0.3483,0.4228,0.2289,0.4635,0.2748,balanced
20,9,0.45,1,0.05,9.8246,231.1069,0.3921,0.6503,0.2702,0.0795,0.3774,0.2487,calm
14,10,0.7143,0,0.0,10.2092,313.956,0.5125,0.6502,0.3182,0.0316,0.4028,0.1393,calm
12,8,0.6667,4,0.3333,11.9572,547.9709,0.7638,0.6728,0.2433,0.0839,0.298,0.2405,calm
10,6,0.6,3,0.3,10.6342,247.8871,0.3885,0.7136,0.2205,0.0659,0.5744,0.4245,calm
7,5,0.7143,0,0.0,11.675,263.6038,0.3763,0.831,0.1533,0.0157,0.5935,0.3329,calm
26,16,0.6154,5,0.1923,20.6798,877.2464,0.707,0.4124,0.37,0.2175,0.5381,0.3254,balanced
15,7,0.4667,1,0.0667,5.714,244.783,0.714,0.7746,0.1845,0.0409,0.1583,0.1844,calm
21,10,0.4762,1,0.0476,6.2871,241.0424,0.639,0.7996,0.1409,0.0595,0.2636,0.1841,calm
16,11,0.6875,5,0.3125,5.0965,195.4108,0.639,0.7026,0.2403,0.0571,0.1763,0.0975,calm
11,8,0.7273,0,0.0,12.4634,508.1434,0.6795,0.2796,0.3721,0.3483,0.6746,0.2072,balanced
10,6,0.6,0,0.0,8.3931,411.0991,0.8163,0.7903,0.1111,0.0986,0.3499,0.3656,calm
49,39,0.7959,2,0.0408,19.8839,968.4314,0.8117,0.2469,0.4735,0.2796,0.3891,0.6563,balanced
21,13,0.619,4,0.1905,15.8958,831.6383,0.872,0.3306,0.4281,0.2414,0.7045,0.6762,balanced
44,20,0.4545,15,0.3409,15.1093,631.8656,0.697,0.2733,0.3889,0.3378,0.6007,0.5866,balanced
68,59,0.8676,13,0.1912,32.6001,1548.8442,0.7918,0.1278,0.1161,0.756,0.968,0.668,active
42,32,0.7619,8,0.1905,43.4283,2506.0584,0.9618,0.0604,0.2523,0.6873,0.8236,0.896,active
6,3,0.5,2,0.3333,8.1382,266.7107,0.5462,0.8021,0.0915,0.1064,0.4187,0.4019,calm
25,17,0.68,1,0.04,13.6866,692.4015,0.8432,0.2589,0.5743,0.1668,0.4138,0.4921,balanced
44,37,0.8409,1,0.0227,37.653,2197.7364,0.9728,0.1524,0.1919,0.6557,0.9905,0.8988,active
25,18,0.72,7,0.28,11.3221,245.6573,0.3616,0.7742,0.1087,0.1171,0.5362,0.2743,calm
22,13,0.5909,1,0.0455,7.7839,266.8432,0.5714,0.7527,0.1765,0.0708,0.519,0.1747,calm
67,62,0.9254,22,0.3284,20.6239,1118.0772,0.9035,0.011,0.2099,0.7791,0.8368,0.8621,active
22,13,0.5909,1,0.0455,9.1908,285.1159,0.517,0.731,0.1714,0.0976,0.3792,0.1255,calm
26,17,0.6538,4,0.1538,11.7059,502.4311,0.7154,0.7311,0.2236,0.0453,0.3939,0.3661,calm
30,18,0.6,4,0.1333,19.1232,717.7738,0.6256,0.2574,0.4198,0.3228,0.7274,0.5448,balanced
11,8,0.7273,2,0.1818,7.3329,248.1375,0.564,0.7782,0.1426,0.0792,0.3168,0.2139,calm
50,40,0.8,5,0.1,14.2359,649.1294,0.76,0.3115,0.4268,0.2618,0.5366,0.6919,balanced
12,10,0.8333,0,0.0,20.5773,936.2085,0.7583,0.1103,0.2905,0.5992,0.5881,0.5214,active
61,45,0.7377,0,0.0,41.1633,2156.1712,0.873,0.0669,0.2687,0.6643,0.945,0.9401,active
30,16,0.5333,10,0.3333,20.454,1126.9812,0.9183,0.3694,0.3137,0.3169,0.5706,0.6232,balanced
12,6,0.5,2,0.1667,7.92,359.427,0.7564,0.7656,0.1636,0.0708,0.4923,0.0586,calm
28,17,0.6071,2,0.0714,20.563,1167.4182,0.9462,0.363,0.3678,0.2692,0.721,0.595,balanced
35,26,0.7429,2,0.0571,35.2078,1539.9724,0.729,0.0776,0.1697,0.7526,0.8953,0.3971,active
12,9,0.75,2,0.1667,13.2249,714.1121,0.9,0.3391,0.3768,0.2841,0.7443,0.4851,balanced
14,10,0.7143,1,0.0714,9.9994,275.7711,0.4596,0.6235,0.287,0.0896,0.2831,0.3264,calm
36,30,0.8333,10,0.2778,30.0701,1630.0499,0.9035,0.0633,0.2261,0.7105,0.6449,0.6096,active
52,43,0.8269,6,0.1154,20.4532,871.4497,0.7101,0.0187,0.2119,0.7694,0.9188,0.631,active
32,22,0.6875,1,0.0312,30.3948,1430.1723,0.7842,0.0758,0.1453,0.779,0.9142,0.8968,active
8,6,0.75,0,0.0,7.9779,244.8324,0.5115,0.7008,0.2352,0.0639,0.1561,0.2376,calm
38,17,0.4474,13,0.3421,20.3229,1121.3663,0.9196,0.3775,0.44,0.1826,0.715,0.5211,balanced
68,50,0.7353,23,0.3382,28.3108,1835.435,1.0805,0.0255,0.1769,0.7975,0.7553,0.8091,active
48,24,0.5,12,0.25,19.3129,658.5316,0.5683,0.263,0.3908,0.3462,0.5368,0.2515,balanced
18,8,0.4444,5,0.2778,11.2547,315.508,0.4672,0.7767,0.1195,0.1038,0.4848,0.2706,calm
23,12,0.5217,2,0.087,9.5229,423.4431,0.7411,0.7799,0.1236,0.0965,0.4488,0.4352,calm
19,14,0.7368,3,0.1579,26.0241,1215.1256,0.7782,0.0934,0.2235,0.6831,0.8834,0.6419,active
35,17,0.4857,6,0.1714,11.2278,427.8561,0.6351,0.6911,0.2164,0.0924,0.5635,0.2223,calm
23,11,0.4783,8,0.3478,9.0257,219.8839,0.406,0.6482,0.2696,0.0822,0.5692,0.1781,calm
35,12,0.3429,1,0.0286,9.5472,395.3182,0.6901,0.8128,0.1351,0.0521,0.263,0.2402,calm
44,37,0.8409,5,0.1136,14.0546,734.3489,0.8708,0.2736,0.4827,0.2437,0.6161,0.5466,balanced
47,36,0.766,12,0.2553,33.2698,1712.6691,0.858,0.117,0.3029,0.5801,0.7508,0.4664,active
6,2,0.3333,0,0.0,7.3825,281.2917,0.635,0.7349,0.1624,0.1027,0.3883,0.1654,calm
31,16,0.5161,3,0.0968,18.4367,1036.821,0.9373,0.3495,0.4163,0.2342,0.5871,0.2816,balanced
66,60,0.9091,17,0.2576,43.7935,2451.421,0.9329,0.0536,0.1839,0.7626,0.67,0.3812,active
66,41,0.6212,15,0.2273,39.4522,1858.1371,0.785,0.0439,0.2529,0.7031,0.9586,0.5258,active
70,53,0.7571,24,0.3429,28.3376,1370.0245,0.8058,0.1234,0.1616,0.7151,0.851,0.5529,active
28,11,0.3929,4,0.1429,11.5202,563.7795,0.8156,0.8303,0.1565,0.0132,0.3844,0.1297,calm
28,14,0.5,2,0.0714,11.8905,356.2364,0.4993,0.8099,0.1323,0.0578,0.2166,0.1586,calm
57,54,0.9474,4,0.0702,24.1617,1123.9221,0.7753,0.0117,0.2858,0.7025,0.9425,0.427,active
33,16,0.4848,0,0.0,11.1122,396.6782,0.595,0.6932,0.252,0.0548,0.1548,0.2901,calm
15,11,0.7333,4,0.2667,15.738,755.6057,0.8002,0.3192,0.4436,0.2372,0.5848,0.6487,balanced
20,15,0.75,5,0.25,20.0144,762.7102,0.6351,0.1875,0.4782,0.3343,0.3573,0.3425,balanced
34,22,0.6471,10,0.2941,15.8292,850.7299,0.8957,0.2269,0.5439,0.2292,0.7172,0.2697,balanced
16,7,0.4375,3,0.1875,7.4967,263.1282,0.585,0.7042,0.282,0.0138,0.3491,0.4247,calm
26,21,0.8077,0,0.0,15.0765,686.2774,0.7587,0.2123,0.4466,0.3411,0.5198,0.4207,balanced
41,29,0.7073,8,0.1951,29.8672,1754.608,0.9791,0.0972,0.2663,0.6365,0.6578,0.6048,active
24,13,0.5417,7,0.2917,5.9562,287.9802,0.8058,0.8901,0.0963,0.0137,0.5551,0.1261,calm
